.,,d1,,a2,,d1,,,d1,,a2,,d1,,,d1,,a2,,d1,,,d1,,a2,,d1,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p13,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,d1,,,,,,,,,,,,,,,,,,,d1,,,,,,
.,,,,,,,,,,,d1,d1,d1,d1,d1,d1,,,,,,,,,,,,,
.,,,,a0,,,,,,,a9,,,a9,,,,,,,,,a0,,,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p13,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
