,,,lo2,,,,lo2,,,,lo2,,,,lo2,,,,lo2,,,,lo2,,lo4,,,,lo1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,
,,,lo2,,,,lo2,,,,lo2,,,,lo2,,,,lo2,,,,lo2,,lo4,,,,lo1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,
,,,lo2,,,,lo3,,,,lo2,,,,lo3,,,,lo2,,,,lo3,,,lo4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,,,d1,,
,,,lo2,,,,lo3,,,,lo2,,,,lo3,,,,lo2,,,,lo3,,,lo4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,d1,,,,d1,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,d1,d1,d1,d1,,,,d1,,,,d1,d1,d1,d1,,,,d1,,,,d1,,,,d1
,,,lo4,,,,,,,lo1,,,,lo4,,,,,,,lo1,lo4,,,,lo4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
