p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,d0,,,,d0,,,,d0,,,,d0,,,,d0,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,a0,,,,a0,,,,a0,,,,a0,,,,a0,,,,a0,,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,d0,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,a2,,,,a2,,,,a2,,,,a2,,,,,,,,a2,a2,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,a0,,,,,,a0,,,,,a2,a2,,,,a2,a2,,,,a2,a2,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,d0,,,,d0,,,,d0,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,a2,a2,,,,a0,,,,a0,,,,a0,,,,a2,a2,,,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,d0,,,,,,,,,,,,d0,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,a0,,,,,a2,a2,,,,,,a0,,,,a2,a2,,,,a0,,,,
g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2,
.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
